geo\TIME_PERIOD,indic,Date,Value
PL,IS-IDMG-T,2008-09,374.0
PT,IS-IDMG-T,2008-09,119.0
RO,IS-IDMG-T,2008-09,165.0
RS,IS-IDMG-T,2008-09,
SE,IS-IDMG-T,2008-09,280.0
SI,IS-IDMG-T,2008-09,49.0
SK,IS-IDMG-T,2008-09,59.0
TR,IS-IDMG-T,2008-09,265.0
UK,IS-IDMG-T,2008-09,1285.0
AL,IS-IDMG-T,2008-10,
AT,IS-IDMG-T,2008-10,155.0
BE,IS-IDMG-T,2008-10,101.0
BG,IS-IDMG-T,2008-10,45.0
CY,IS-IDMG-T,2008-10,34.0
CZ,IS-IDMG-T,2008-10,170.0
DE,IS-IDMG-T,2008-10,1840.0
DK,IS-IDMG-T,2008-10,148.0
EE,IS-IDMG-T,2008-10,28.0
EL,IS-IDMG-T,2008-10,337.0
ES,IS-IDMG-T,2008-10,524.0
EU27_2020,IS-IDMG-T,2008-10,
FI,IS-IDMG-T,2008-10,223.0
FR,IS-IDMG-T,2008-10,923.0
HR,IS-IDMG-T,2008-10,38.0
HU,IS-IDMG-T,2008-10,134.0
IE,IS-IDMG-T,2008-10,89.0
IS,IS-IDMG-T,2008-10,0.0
IT,IS-IDMG-T,2008-10,965.0
LT,IS-IDMG-T,2008-10,38.0
LU,IS-IDMG-T,2008-10,27.0
LV,IS-IDMG-T,2008-10,36.0
ME,IS-IDMG-T,2008-10,
MK,IS-IDMG-T,2008-10,
MT,IS-IDMG-T,2008-10,
NL,IS-IDMG-T,2008-10,370.0
NO,IS-IDMG-T,2008-10,129.0
PL,IS-IDMG-T,2008-10,357.0
PT,IS-IDMG-T,2008-10,111.0
RO,IS-IDMG-T,2008-10,133.0
RS,IS-IDMG-T,2008-10,
SE,IS-IDMG-T,2008-10,314.0
SI,IS-IDMG-T,2008-10,49.0
SK,IS-IDMG-T,2008-10,60.0
TR,IS-IDMG-T,2008-10,241.0
UK,IS-IDMG-T,2008-10,1185.0
AL,IS-IDMG-T,2008-11,
AT,IS-IDMG-T,2008-11,124.0
BE,IS-IDMG-T,2008-11,66.0
BG,IS-IDMG-T,2008-11,69.0
CY,IS-IDMG-T,2008-11,23.0
CZ,IS-IDMG-T,2008-11,152.0
DE,IS-IDMG-T,2008-11,1620.0
DK,IS-IDMG-T,2008-11,146.0
EE,IS-IDMG-T,2008-11,21.0
EL,IS-IDMG-T,2008-11,316.0
ES,IS-IDMG-T,2008-11,472.0
EU27_2020,IS-IDMG-T,2008-11,
FI,IS-IDMG-T,2008-11,22.0
FR,IS-IDMG-T,2008-11,643.0
HR,IS-IDMG-T,2008-11,60.0
HU,IS-IDMG-T,2008-11,130.0
IE,IS-IDMG-T,2008-11,116.0
IS,IS-IDMG-T,2008-11,0.0
IT,IS-IDMG-T,2008-11,886.0
LT,IS-IDMG-T,2008-11,37.0
LU,IS-IDMG-T,2008-11,33.0
LV,IS-IDMG-T,2008-11,28.0
ME,IS-IDMG-T,2008-11,
MK,IS-IDMG-T,2008-11,
MT,IS-IDMG-T,2008-11,
NL,IS-IDMG-T,2008-11,339.0
NO,IS-IDMG-T,2008-11,72.0
PL,IS-IDMG-T,2008-11,328.0
PT,IS-IDMG-T,2008-11,119.0
RO,IS-IDMG-T,2008-11,123.0
RS,IS-IDMG-T,2008-11,
SE,IS-IDMG-T,2008-11,316.0
SI,IS-IDMG-T,2008-11,50.0
SK,IS-IDMG-T,2008-11,56.0
TR,IS-IDMG-T,2008-11,126.0
UK,IS-IDMG-T,2008-11,1330.0
AL,IS-IDMG-T,2008-12,
AT,IS-IDMG-T,2008-12,135.0
BE,IS-IDMG-T,2008-12,61.0
BG,IS-IDMG-T,2008-12,56.0
CY,IS-IDMG-T,2008-12,27.0
CZ,IS-IDMG-T,2008-12,164.0
DE,IS-IDMG-T,2008-12,1755.0
DK,IS-IDMG-T,2008-12,144.0
EE,IS-IDMG-T,2008-12,27.0
EL,IS-IDMG-T,2008-12,337.0
ES,IS-IDMG-T,2008-12,523.0
EU27_2020,IS-IDMG-T,2008-12,
FI,IS-IDMG-T,2008-12,202.0
FR,IS-IDMG-T,2008-12,1086.0
HR,IS-IDMG-T,2008-12,55.0
HU,IS-IDMG-T,2008-12,126.0
IE,IS-IDMG-T,2008-12,21.0
IS,IS-IDMG-T,2008-12,0.0
IT,IS-IDMG-T,2008-12,1106.0
LT,IS-IDMG-T,2008-12,44.0
LU,IS-IDMG-T,2008-12,39.0
LV,IS-IDMG-T,2008-12,25.0
ME,IS-IDMG-T,2008-12,
MK,IS-IDMG-T,2008-12,
MT,IS-IDMG-T,2008-12,
NL,IS-IDMG-T,2008-12,362.0
NO,IS-IDMG-T,2008-12,165.0
PL,IS-IDMG-T,2008-12,402.0
PT,IS-IDMG-T,2008-12,132.0
RO,IS-IDMG-T,2008-12,106.0
RS,IS-IDMG-T,2008-12,
SE,IS-IDMG-T,2008-12,306.0
SI,IS-IDMG-T,2008-12,62.0
SK,IS-IDMG-T,2008-12,54.0
TR,IS-IDMG-T,2008-12,38.0
UK,IS-IDMG-T,2008-12,1173.0
AL,IS-IDMG-T,2009-01,
AT,IS-IDMG-T,2009-01,133.0
BE,IS-IDMG-T,2009-01,84.0
BG,IS-IDMG-T,2009-01,61.0
CY,IS-IDMG-T,2009-01,28.0
CZ,IS-IDMG-T,2009-01,145.0
DE,IS-IDMG-T,2009-01,1445.0
DK,IS-IDMG-T,2009-01,123.0
EE,IS-IDMG-T,2009-01,15.0
EL,IS-IDMG-T,2009-01,385.0
ES,IS-IDMG-T,2009-01,468.0
EU27_2020,IS-IDMG-T,2009-01,6032.0
FI,IS-IDMG-T,2009-01,101.0
FR,IS-IDMG-T,2009-01,754.0
HR,IS-IDMG-T,2009-01,37.0
HU,IS-IDMG-T,2009-01,115.0
IE,IS-IDMG-T,2009-01,-23.0
IS,IS-IDMG-T,2009-01,0.0
IT,IS-IDMG-T,2009-01,784.0
LT,IS-IDMG-T,2009-01,26.0
LU,IS-IDMG-T,2009-01,27.0
LV,IS-IDMG-T,2009-01,27.0
ME,IS-IDMG-T,2009-01,
MK,IS-IDMG-T,2009-01,
MT,IS-IDMG-T,2009-01,5.0
NL,IS-IDMG-T,2009-01,342.0
NO,IS-IDMG-T,2009-01,95.0
PL,IS-IDMG-T,2009-01,364.0
PT,IS-IDMG-T,2009-01,106.0
RO,IS-IDMG-T,2009-01,126.0
RS,IS-IDMG-T,2009-01,
SE,IS-IDMG-T,2009-01,256.0
SI,IS-IDMG-T,2009-01,52.0
SK,IS-IDMG-T,2009-01,46.0
TR,IS-IDMG-T,2009-01,202.0
UK,IS-IDMG-T,2009-01,1296.0
AL,IS-IDMG-T,2009-02,
AT,IS-IDMG-T,2009-02,120.0
BE,IS-IDMG-T,2009-02,105.0
BG,IS-IDMG-T,2009-02,40.0
CY,IS-IDMG-T,2009-02,26.0
CZ,IS-IDMG-T,2009-02,131.0
DE,IS-IDMG-T,2009-02,1503.0
DK,IS-IDMG-T,2009-02,118.0
EE,IS-IDMG-T,2009-02,16.0
EL,IS-IDMG-T,2009-02,403.0
ES,IS-IDMG-T,2009-02,442.0
EU27_2020,IS-IDMG-T,2009-02,6300.0
FI,IS-IDMG-T,2009-02,344.0
FR,IS-IDMG-T,2009-02,842.0
HR,IS-IDMG-T,2009-02,83.0
HU,IS-IDMG-T,2009-02,107.0
IE,IS-IDMG-T,2009-02,-24.0
IS,IS-IDMG-T,2009-02,0.0
IT,IS-IDMG-T,2009-02,759.0
LT,IS-IDMG-T,2009-02,27.0
LU,IS-IDMG-T,2009-02,24.0
LV,IS-IDMG-T,2009-02,21.0
ME,IS-IDMG-T,2009-02,
MK,IS-IDMG-T,2009-02,
MT,IS-IDMG-T,2009-02,5.0
NL,IS-IDMG-T,2009-02,324.0
NO,IS-IDMG-T,2009-02,107.0
PL,IS-IDMG-T,2009-02,301.0
PT,IS-IDMG-T,2009-02,105.0
RO,IS-IDMG-T,2009-02,117.0
RS,IS-IDMG-T,2009-02,
SE,IS-IDMG-T,2009-02,272.0
SI,IS-IDMG-T,2009-02,43.0
SK,IS-IDMG-T,2009-02,46.0
TR,IS-IDMG-T,2009-02,195.0
UK,IS-IDMG-T,2009-02,1239.0
AL,IS-IDMG-T,2009-03,
AT,IS-IDMG-T,2009-03,144.0
BE,IS-IDMG-T,2009-03,90.0
BG,IS-IDMG-T,2009-03,55.0
CY,IS-IDMG-T,2009-03,24.0
CZ,IS-IDMG-T,2009-03,161.0
DE,IS-IDMG-T,2009-03,1692.0
DK,IS-IDMG-T,2009-03,139.0
EE,IS-IDMG-T,2009-03,6.0
EL,IS-IDMG-T,2009-03,264.0
ES,IS-IDMG-T,2009-03,491.0
EU27_2020,IS-IDMG-T,2009-03,7015.0
FI,IS-IDMG-T,2009-03,181.0
FR,IS-IDMG-T,2009-03,921.0
HR,IS-IDMG-T,2009-03,62.0
HU,IS-IDMG-T,2009-03,128.0
IE,IS-IDMG-T,2009-03,104.0
IS,IS-IDMG-T,2009-03,0.0
IT,IS-IDMG-T,2009-03,1083.0
LT,IS-IDMG-T,2009-03,30.0
LU,IS-IDMG-T,2009-03,31.0
LV,IS-IDMG-T,2009-03,26.0
ME,IS-IDMG-T,2009-03,
MK,IS-IDMG-T,2009-03,
MT,IS-IDMG-T,2009-03,6.0
NL,IS-IDMG-T,2009-03,363.0
NO,IS-IDMG-T,2009-03,233.0
PL,IS-IDMG-T,2009-03,356.0
PT,IS-IDMG-T,2009-03,122.0
RO,IS-IDMG-T,2009-03,145.0
RS,IS-IDMG-T,2009-03,
SE,IS-IDMG-T,2009-03,300.0
SI,IS-IDMG-T,2009-03,49.0
SK,IS-IDMG-T,2009-03,42.0
TR,IS-IDMG-T,2009-03,161.0
UK,IS-IDMG-T,2009-03,1358.0
AL,IS-IDMG-T,2009-04,
AT,IS-IDMG-T,2009-04,163.0
BE,IS-IDMG-T,2009-04,103.0
BG,IS-IDMG-T,2009-04,72.0
CY,IS-IDMG-T,2009-04,40.0
CZ,IS-IDMG-T,2009-04,179.0
DE,IS-IDMG-T,2009-04,1786.0
DK,IS-IDMG-T,2009-04,148.0
EE,IS-IDMG-T,2009-04,47.0
EL,IS-IDMG-T,2009-04,351.0
ES,IS-IDMG-T,2009-04,511.0
EU27_2020,IS-IDMG-T,2009-04,7157.0
FI,IS-IDMG-T,2009-04,104.0
FR,IS-IDMG-T,2009-04,858.0
HR,IS-IDMG-T,2009-04,60.0
HU,IS-IDMG-T,2009-04,131.0
IE,IS-IDMG-T,2009-04,172.0
IS,IS-IDMG-T,2009-04,0.0
IT,IS-IDMG-T,2009-04,916.0
LT,IS-IDMG-T,2009-04,33.0
LU,IS-IDMG-T,2009-04,40.0
LV,IS-IDMG-T,2009-04,26.0
ME,IS-IDMG-T,2009-04,
MK,IS-IDMG-T,2009-04,
MT,IS-IDMG-T,2009-04,7.0
NL,IS-IDMG-T,2009-04,352.0
NO,IS-IDMG-T,2009-04,-127.0
PL,IS-IDMG-T,2009-04,335.0
PT,IS-IDMG-T,2009-04,119.0
RO,IS-IDMG-T,2009-04,186.0
RS,IS-IDMG-T,2009-04,
SE,IS-IDMG-T,2009-04,307.0
SI,IS-IDMG-T,2009-04,50.0
SK,IS-IDMG-T,2009-04,61.0
TR,IS-IDMG-T,2009-04,210.0
UK,IS-IDMG-T,2009-04,1394.0
AL,IS-IDMG-T,2009-05,
AT,IS-IDMG-T,2009-05,155.0
BE,IS-IDMG-T,2009-05,94.0
BG,IS-IDMG-T,2009-05,87.0
CY,IS-IDMG-T,2009-05,30.0
CZ,IS-IDMG-T,2009-05,178.0
DE,IS-IDMG-T,2009-05,1736.0
DK,IS-IDMG-T,2009-05,141.0
EE,IS-IDMG-T,2009-05,42.0
EL,IS-IDMG-T,2009-05,285.0
ES,IS-IDMG-T,2009-05,495.0
EU27_2020,IS-IDMG-T,2009-05,7347.0
FI,IS-IDMG-T,2009-05,107.0
FR,IS-IDMG-T,2009-05,1076.0
HR,IS-IDMG-T,2009-05,70.0
HU,IS-IDMG-T,2009-05,134.0
IE,IS-IDMG-T,2009-05,244.0
IS,IS-IDMG-T,2009-05,0.0
IT,IS-IDMG-T,2009-05,996.0
LT,IS-IDMG-T,2009-05,34.0
LU,IS-IDMG-T,2009-05,24.0
LV,IS-IDMG-T,2009-05,31.0
ME,IS-IDMG-T,2009-05,
MK,IS-IDMG-T,2009-05,
MT,IS-IDMG-T,2009-05,6.0
NL,IS-IDMG-T,2009-05,356.0
NO,IS-IDMG-T,2009-05,147.0
PL,IS-IDMG-T,2009-05,371.0
PT,IS-IDMG-T,2009-05,120.0
RO,IS-IDMG-T,2009-05,131.0
RS,IS-IDMG-T,2009-05,
SE,IS-IDMG-T,2009-05,293.0
SI,IS-IDMG-T,2009-05,53.0
SK,IS-IDMG-T,2009-05,58.0
TR,IS-IDMG-T,2009-05,143.0
UK,IS-IDMG-T,2009-05,1423.0
AL,IS-IDMG-T,2009-06,
AT,IS-IDMG-T,2009-06,165.0
BE,IS-IDMG-T,2009-06,112.0
BG,IS-IDMG-T,2009-06,84.0
CY,IS-IDMG-T,2009-06,33.0
CZ,IS-IDMG-T,2009-06,178.0
DE,IS-IDMG-T,2009-06,1800.0
DK,IS-IDMG-T,2009-06,148.0
EE,IS-IDMG-T,2009-06,46.0
EL,IS-IDMG-T,2009-06,410.0
ES,IS-IDMG-T,2009-06,521.0
EU27_2020,IS-IDMG-T,2009-06,7377.0
FI,IS-IDMG-T,2009-06,156.0
FR,IS-IDMG-T,2009-06,993.0
HR,IS-IDMG-T,2009-06,63.0
HU,IS-IDMG-T,2009-06,137.0
IE,IS-IDMG-T,2009-06,132.0
IS,IS-IDMG-T,2009-06,0.0
